1,1,1341.04,415.91,168.30,375.89,0.8976,-1,-1,-1
1,2,1444.57,431.43,157.79,335.73,0.8942,-1,-1,-1
1,3,583.95,444.48,88.09,264.25,0.8867,-1,-1,-1
1,4,437.86,441.07,108.81,284.02,0.8782,-1,-1,-1
1,5,1015.83,429.36,42.12,99.80,0.8238,-1,-1,-1
1,6,936.93,434.28,38.64,81.14,0.8038,-1,-1,-1
1,7,1255.41,447.92,34.26,98.38,0.7744,-1,-1,-1
1,8,731.01,458.14,36.44,110.64,0.7241,-1,-1,-1
1,9,546.73,458.04,35.71,100.50,0.7211,-1,-1,-1
1,10,1101.40,436.75,36.16,110.72,0.6237,-1,-1,-1
1,11,1162.84,439.25,29.58,87.11,0.5249,-1,-1,-1
1,12,507.64,462.64,50.59,183.74,0.4912,-1,-1,-1
1,13,1367.64,433.51,26.35,50.88,0.4778,-1,-1,-1
1,14,686.11,484.70,43.83,116.16,0.4656,-1,-1,-1
1,15,579.28,455.54,29.87,79.89,0.4241,-1,-1,-1
1,16,973.52,458.01,31.02,56.56,0.4003,-1,-1,-1
1,17,671.33,449.91,20.62,73.70,0.3838,-1,-1,-1
1,18,1309.38,431.99,31.91,114.22,0.3837,-1,-1,-1
1,19,954.75,487.21,55.11,96.03,0.3511,-1,-1,-1
1,20,579.58,430.36,16.38,36.23,0.3142,-1,-1,-1
2,2,1454.31,430.86,147.76,337.61,0.8999,-1,-1,-1
2,3,584.60,444.72,88.22,263.86,0.8826,-1,-1,-1
2,1,1342.70,419.28,173.79,371.99,0.8804,-1,-1,-1
2,4,438.80,441.53,113.96,282.86,0.8315,-1,-1,-1
2,5,1016.49,429.48,41.24,100.02,0.8305,-1,-1,-1
2,6,936.35,434.13,39.71,82.05,0.8092,-1,-1,-1
2,7,1256.16,447.95,32.49,98.24,0.7607,-1,-1,-1
2,9,547.84,461.21,35.12,97.41,0.7387,-1,-1,-1
2,8,731.38,460.85,35.68,107.91,0.6681,-1,-1,-1
2,10,1101.58,436.58,36.19,112.39,0.6233,-1,-1,-1
2,19,954.32,486.64,56.58,97.26,0.5134,-1,-1,-1
2,15,580.04,455.39,28.41,93.42,0.4923,-1,-1,-1
2,16,375.87,444.28,32.36,66.11,0.4487,-1,-1,-1
2,14,691.83,484.61,38.66,112.92,0.4464,-1,-1,-1
2,12,518.68,465.54,39.43,182.97,0.3537,-1,-1,-1
2,18,1309.55,430.73,31.81,116.14,0.3089,-1,-1,-1
2,22,1859.02,490.65,51.90,167.04,0.3083,-1,-1,-1
3,23,1343.64,419.78,178.37,378.90,0.9087,-1,-1,-1
3,24,1462.78,431.11,143.58,338.13,0.8838,-1,-1,-1
3,25,584.80,445.24,88.74,263.52,0.8802,-1,-1,-1
3,4,438.07,441.77,119.52,283.56,0.8713,-1,-1,-1
3,5,1016.81,429.61,41.32,100.09,0.8381,-1,-1,-1
3,6,936.15,433.65,40.18,82.08,0.8138,-1,-1,-1
3,7,1256.39,447.92,33.17,98.19,0.7707,-1,-1,-1
3,26,546.18,454.34,36.61,103.13,0.7169,-1,-1,-1
3,27,732.10,469.17,35.36,100.35,0.6848,-1,-1,-1
3,28,510.20,462.59,47.53,189.14,0.6677,-1,-1,-1
3,29,643.14,461.19,60.05,182.41,0.6326,-1,-1,-1
3,30,912.16,486.47,98.27,98.92,0.5626,-1,-1,-1
3,31,1101.80,436.10,36.17,113.64,0.5492,-1,-1,-1
3,32,376.19,444.30,31.72,65.09,0.4484,-1,-1,-1
3,33,974.80,447.83,30.11,62.15,0.4339,-1,-1,-1
3,34,579.81,455.24,28.73,93.61,0.3884,-1,-1,-1
3,35,1374.21,432.73,21.46,67.58,0.3878,-1,-1,-1
3,14,688.93,484.45,41.55,114.61,0.3869,-1,-1,-1
3,18,1309.64,431.02,31.44,115.66,0.3264,-1,-1,-1
4,36,1348.29,416.38,174.07,383.61,0.9032,-1,-1,-1
4,37,438.42,441.84,122.35,283.52,0.8855,-1,-1,-1
4,38,584.74,445.60,88.87,263.37,0.8790,-1,-1,-1
4,39,1015.08,429.58,43.31,100.08,0.8182,-1,-1,-1
4,40,1471.13,430.36,136.24,340.08,0.8079,-1,-1,-1
4,6,935.84,434.11,41.56,81.52,0.8033,-1,-1,-1
4,7,1256.20,447.92,34.24,98.36,0.7829,-1,-1,-1
4,41,732.40,474.11,35.02,95.60,0.7717,-1,-1,-1
4,42,644.48,458.78,59.85,185.18,0.7373,-1,-1,-1
4,43,546.48,453.32,36.07,105.67,0.6614,-1,-1,-1
4,44,1101.59,435.79,36.62,113.00,0.6489,-1,-1,-1
4,45,509.50,459.89,49.05,194.85,0.5601,-1,-1,-1
4,46,1371.62,434.17,31.53,73.88,0.5224,-1,-1,-1
4,47,954.52,487.80,55.30,95.59,0.4208,-1,-1,-1
4,48,376.22,443.75,33.90,65.24,0.4191,-1,-1,-1
4,49,579.66,454.19,28.64,96.96,0.4119,-1,-1,-1
4,50,976.89,457.88,28.07,51.43,0.4006,-1,-1,-1
4,5,1163.15,439.26,27.92,87.07,0.3293,-1,-1,-1
5,1,1353.52,414.91,175.52,385.44,0.9120,-1,-1,-1
5,51,438.40,442.72,123.34,282.34,0.8830,-1,-1,-1
5,3,584.86,445.63,89.11,263.41,0.8798,-1,-1,-1
5,52,1484.11,429.04,139.97,341.50,0.8515,-1,-1,-1
5,53,1016.16,429.65,42.57,99.91,0.8139,-1,-1,-1
5,6,935.78,434.25,40.59,81.31,0.7978,-1,-1,-1
5,54,732.54,474.28,35.10,96.02,0.7942,-1,-1,-1
5,55,1256.13,447.91,34.41,98.52,0.7796,-1,-1,-1
5,56,644.84,458.12,60.73,185.45,0.7379,-1,-1,-1
5,57,510.27,460.76,49.22,199.56,0.6737,-1,-1,-1
5,58,545.97,453.55,36.77,104.36,0.6670,-1,-1,-1
5,59,1101.64,435.78,36.57,113.06,0.6348,-1,-1,-1
5,60,1368.31,436.64,41.35,87.74,0.4489,-1,-1,-1
5,61,376.22,443.76,33.74,64.94,0.4062,-1,-1,-1
5,62,1162.87,439.35,29.38,87.08,0.3532,-1,-1,-1
5,63,978.05,454.30,28.50,57.45,0.3471,-1,-1,-1
5,64,912.59,492.92,97.32,92.93,0.3307,-1,-1,-1
5,65,1309.56,430.99,31.59,115.66,0.3050,-1,-1,-1
6,1,1361.07,415.92,169.06,384.83,0.9065,-1,-1,-1
6,4,438.16,442.16,125.01,282.38,0.8823,-1,-1,-1
6,3,584.39,445.71,89.82,263.39,0.8813,-1,-1,-1
6,66,1488.15,427.71,136.25,343.48,0.8363,-1,-1,-1
6,67,935.42,434.32,40.10,81.31,0.7977,-1,-1,-1
